bin,TP,FN,FP,TN,precision,recall,FPR,bin_mean,bin_min,bin_max,bin_size,experiment,k,l,s,confidence_level,masking,classifier
8,43529601,29803736,44076031,22590639,0.4968813078136346,0.5935854385025463,0.6611404319429784,0.22937800000000003,0.210897,0.243761,11,variable_conf,26,26,6,0.05,unmasked,k=26 conf=0.05
9,93861070,46138937,44076031,22590639,0.6804628292137298,0.6704361807639052,0.6611404319429784,0.7286633333333332,0.263022,1.0,21,variable_conf,26,26,6,0.05,unmasked,k=26 conf=0.05
0,66666466,204,3048912,63617758,0.9562662917785514,0.9999969400001529,0.04573367771331612,0.0,0.0,0.0,10,variable_conf,29,29,7,0.05,unmasked,k=29 conf=0.05
1,104898802,8434537,3048912,63617758,0.9717556594111848,0.9255776184270016,0.04573367771331612,0.0035288890588235297,0.00014350299999999998,0.00916565,17,variable_conf,29,29,7,0.05,unmasked,k=29 conf=0.05
2,61999977,4666693,3048912,63617758,0.9531289150841608,0.9299996085000196,0.04573367771331612,0.01330993,0.0101878,0.0177122,10,variable_conf,29,29,7,0.05,unmasked,k=29 conf=0.05
3,45872974,7460362,3048912,63617758,0.9376779546070648,0.8601182194940891,0.04573367771331612,0.02454185,0.0200167,0.029517900000000007,8,variable_conf,29,29,7,0.05,unmasked,k=29 conf=0.05
4,46014190,7319146,3048912,63617758,0.9378573331951168,0.862766019361699,0.04573367771331612,0.037567175,0.030677,0.0494626,8,variable_conf,29,29,7,0.05,unmasked,k=29 conf=0.05
5,32854081,20479255,3048912,63617758,0.9150791690263818,0.6160139879493006,0.04573367771331612,0.08356630000000001,0.057671000000000014,0.0987984,8,variable_conf,29,29,7,0.05,unmasked,k=29 conf=0.05
6,35364122,37969215,3048912,63617758,0.9206281909416476,0.4822380031608271,0.04573367771331612,0.12374136363636362,0.109331,0.145727,11,variable_conf,29,29,7,0.05,unmasked,k=29 conf=0.05
7,10393867,29606135,3048912,63617758,0.7731933255765047,0.2598466620076669,0.04573367771331612,0.17552316666666667,0.156619,0.197292,6,variable_conf,29,29,7,0.05,unmasked,k=29 conf=0.05
8,8791671,64541666,3048912,63617758,0.7425032196472082,0.11988641673295188,0.04573367771331612,0.22937800000000003,0.210897,0.243761,11,variable_conf,29,29,7,0.05,unmasked,k=29 conf=0.05
9,9014533,130985474,3048912,63617758,0.7472602560877096,0.06438951820909551,0.04573367771331612,0.7286633333333332,0.263022,1.0,21,variable_conf,29,29,7,0.05,unmasked,k=29 conf=0.05
0,66666497,173,462218,66204452,0.993114451840766,0.9999974050001298,0.006933269653336517,0.0,0.0,0.0,10,variable_conf,32,32,7,0.05,unmasked,k=32 conf=0.05
1,104167416,9165923,462218,66204452,0.9955823414234632,0.9191242128673188,0.006933269653336517,0.0035288890588235297,0.00014350299999999998,0.00916565,17,variable_conf,32,32,7,0.05,unmasked,k=32 conf=0.05
2,61132571,5534099,462218,66204452,0.9924958262297155,0.9169885191505741,0.006933269653336517,0.01330993,0.0101878,0.0177122,10,variable_conf,32,32,7,0.05,unmasked,k=32 conf=0.05
3,45480963,7852373,462218,66204452,0.9899393557446534,0.8527680136115994,0.006933269653336517,0.02454185,0.0200167,0.029517900000000007,8,variable_conf,32,32,7,0.05,unmasked,k=32 conf=0.05
4,45483323,7850013,462218,66204452,0.9899398725112409,0.8528122636093868,0.006933269653336517,0.037567175,0.030677,0.0494626,8,variable_conf,32,32,7,0.05,unmasked,k=32 conf=0.05
5,30546955,22786381,462218,66204452,0.9850941526238058,0.5727553776122312,0.006933269653336517,0.08356630000000001,0.057671000000000014,0.0987984,8,variable_conf,32,32,7,0.05,unmasked,k=32 conf=0.05
6,31033202,42300135,462218,66204452,0.9853242788951536,0.42318000611372697,0.006933269653336517,0.12374136363636362,0.109331,0.145727,11,variable_conf,32,32,7,0.05,unmasked,k=32 conf=0.05
7,8414601,31585401,462218,66204452,0.9479297707883872,0.21036501448174927,0.006933269653336517,0.17552316666666667,0.156619,0.197292,6,variable_conf,32,32,7,0.05,unmasked,k=32 conf=0.05
8,6462745,66870592,462218,66204452,0.9332533617869151,0.08812833650267407,0.006933269653336517,0.22937800000000003,0.210897,0.243761,11,variable_conf,32,32,7,0.05,unmasked,k=32 conf=0.05
9,4323057,135676950,462218,66204452,0.9034082680723678,0.03087897702747972,0.006933269653336517,0.7286633333333332,0.263022,1.0,21,variable_conf,32,32,7,0.05,unmasked,k=32 conf=0.05
0,66666418,252,475191,66191479,0.9929225556688701,0.9999962200001891,0.007127864643606769,0.0,0.0,0.0,10,variable_conf,35,31,7,0.05,unmasked,k=35 conf=0.05
1,104825114,8508225,475191,66191479,0.995487278028302,0.9249274302242168,0.007127864643606769,0.0035288890588235297,0.00014350299999999998,0.00916565,17,variable_conf,35,31,7,0.05,unmasked,k=35 conf=0.05
2,61768041,4898629,475191,66191479,0.9923655796022932,0.9265205686739716,0.007127864643606769,0.01330993,0.0101878,0.0177122,10,variable_conf,35,31,7,0.05,unmasked,k=35 conf=0.05
3,45425928,7907408,475191,66191479,0.9896475072862604,0.8517361074131946,0.007127864643606769,0.02454185,0.0200167,0.029517900000000007,8,variable_conf,35,31,7,0.05,unmasked,k=35 conf=0.05
4,45205041,8128295,475191,66191479,0.989597447753768,0.8475944763702762,0.007127864643606769,0.037567175,0.030677,0.0494626,8,variable_conf,35,31,7,0.05,unmasked,k=35 conf=0.05
5,29673532,23659804,475191,66191479,0.9842384368983058,0.5563786971810651,0.007127864643606769,0.08356630000000001,0.057671000000000014,0.0987984,8,variable_conf,35,31,7,0.05,unmasked,k=35 conf=0.05
6,29800556,43532781,475191,66191479,0.9843045656313616,0.4063711978632583,0.007127864643606769,0.12374136363636362,0.109331,0.145727,11,variable_conf,35,31,7,0.05,unmasked,k=35 conf=0.05
7,8184675,31815327,475191,66191479,0.94512721097532,0.20461686476915675,0.007127864643606769,0.17552316666666667,0.156619,0.197292,6,variable_conf,35,31,7,0.05,unmasked,k=35 conf=0.05
8,6374233,66959104,475191,66191479,0.930623217368351,0.08692135474484135,0.007127864643606769,0.22937800000000003,0.210897,0.243761,11,variable_conf,35,31,7,0.05,unmasked,k=35 conf=0.05
9,4380977,135619030,475191,66191479,0.9021469191345932,0.031292691292508286,0.007127864643606769,0.7286633333333332,0.263022,1.0,21,variable_conf,35,31,7,0.05,unmasked,k=35 conf=0.05
0,66665899,771,66639516,27154,0.5000989569703527,0.9999884350005782,0.9995926900203655,0.0,0.0,0.0,10,variable_conf,23,23,5,0.15,unmasked,k=23 conf=0.15
1,111338241,1995098,66639516,27154,0.6255739080923466,0.9823961949978371,0.9995926900203655,0.0035288890588235297,0.00014350299999999998,0.00916565,17,variable_conf,23,23,5,0.15,unmasked,k=23 conf=0.15
2,64986385,1680285,66639516,27154,0.4937203430805006,0.9747957262602136,0.9995926900203655,0.01330993,0.0101878,0.0177122,10,variable_conf,23,23,5,0.15,unmasked,k=23 conf=0.15
3,51850854,1482482,66639516,27154,0.437595510926331,0.9722034638898268,0.9995926900203655,0.02454185,0.0200167,0.029517900000000007,8,variable_conf,23,23,5,0.15,unmasked,k=23 conf=0.15
4,51246680,2086656,66639516,27154,0.4347131533534257,0.96087520195624,0.9995926900203655,0.037567175,0.030677,0.0494626,8,variable_conf,23,23,5,0.15,unmasked,k=23 conf=0.15
5,51384868,1948468,66639516,27154,0.43537501538665097,0.9634662268266888,0.9995926900203655,0.08356630000000001,0.057671000000000014,0.0987984,8,variable_conf,23,23,5,0.15,unmasked,k=23 conf=0.15
6,71367301,1966036,66639516,27154,0.5171288096587286,0.9731904195222972,0.9995926900203655,0.12374136363636362,0.109331,0.145727,11,variable_conf,23,23,5,0.15,unmasked,k=23 conf=0.15
7,39565322,434680,66639516,27154,0.37253784992356004,0.98913300054335,0.9995926900203655,0.17552316666666667,0.156619,0.197292,6,variable_conf,23,23,5,0.15,unmasked,k=23 conf=0.15
8,72700182,633155,66639516,27154,0.5217478080080237,0.9913660686135148,0.9995926900203655,0.22937800000000003,0.210897,0.243761,11,variable_conf,23,23,5,0.15,unmasked,k=23 conf=0.15
9,139671914,328093,66639516,27154,0.6769955208007622,0.9976564786886046,0.9995926900203655,0.7286633333333332,0.263022,1.0,21,variable_conf,23,23,5,0.15,unmasked,k=23 conf=0.15
0,66665895,775,10418312,56248358,0.8648450518534879,0.9999883750005812,0.1562746721862664,0.0,0.0,0.0,10,variable_conf,26,26,6,0.15,unmasked,k=26 conf=0.15
1,94931935,18401404,10418312,56248358,0.9011078540708121,0.8376346787065013,0.1562746721862664,0.0035288890588235297,0.00014350299999999998,0.00916565,17,variable_conf,26,26,6,0.15,unmasked,k=26 conf=0.15
2,56577365,10089305,10418312,56248358,0.8444927722724558,0.8486604325669783,0.1562746721862664,0.01330993,0.0101878,0.0177122,10,variable_conf,26,26,6,0.15,unmasked,k=26 conf=0.15
3,46037028,7296308,10418312,56248358,0.8154592284804236,0.8631942318402884,0.1562746721862664,0.02454185,0.0200167,0.029517900000000007,8,variable_conf,26,26,6,0.15,unmasked,k=26 conf=0.15
4,45327198,8006138,10418312,56248358,0.8131093966132877,0.8498849200057541,0.1562746721862664,0.037567175,0.030677,0.0494626,8,variable_conf,26,26,6,0.15,unmasked,k=26 conf=0.15
5,28254927,25078409,10418312,56248358,0.7306066864479596,0.5297798547610073,0.1562746721862664,0.08356630000000001,0.057671000000000014,0.0987984,8,variable_conf,26,26,6,0.15,unmasked,k=26 conf=0.15
6,30174523,43158814,10418312,56248358,0.7433460363140441,0.4114707476082808,0.1562746721862664,0.12374136363636362,0.109331,0.145727,11,variable_conf,26,26,6,0.15,unmasked,k=26 conf=0.15
7,10522539,29477463,10418312,56248358,0.5024886046894655,0.2630634618468269,0.1562746721862664,0.17552316666666667,0.156619,0.197292,6,variable_conf,26,26,6,0.15,unmasked,k=26 conf=0.15
8,11274442,62058895,10418312,56248358,0.5197330869100346,0.15374238322197176,0.1562746721862664,0.22937800000000003,0.210897,0.243761,11,variable_conf,26,26,6,0.15,unmasked,k=26 conf=0.15
9,25161056,114838951,10418312,56248358,0.707181083149088,0.1797218195853376,0.1562746721862664,0.7286633333333332,0.263022,1.0,21,variable_conf,26,26,6,0.15,unmasked,k=26 conf=0.15
0,66666299,371,348845,66317825,0.9947945347994775,0.9999944350002784,0.005232674738366264,0.0,0.0,0.0,10,variable_conf,29,29,7,0.15,unmasked,k=29 conf=0.15
1,104577682,8755657,348845,66317825,0.9966753402597609,0.9227442068039662,0.005232674738366264,0.0035288890588235297,0.00014350299999999998,0.00916565,17,variable_conf,29,29,7,0.15,unmasked,k=29 conf=0.15
2,61357711,5308959,348845,66317825,0.9943467109070224,0.9203656189817192,0.005232674738366264,0.01330993,0.0101878,0.0177122,10,variable_conf,29,29,7,0.15,unmasked,k=29 conf=0.15
3,44634180,8699156,348845,66317825,0.9922449635167933,0.8368908331554583,0.005232674738366264,0.02454185,0.0200167,0.029517900000000007,8,variable_conf,29,29,7,0.15,unmasked,k=29 conf=0.15
4,43537962,9795374,348845,66317825,0.9920512558591924,0.8163367466831627,0.005232674738366264,0.037567175,0.030677,0.0494626,8,variable_conf,29,29,7,0.15,unmasked,k=29 conf=0.15
5,22782823,30550513,348845,66317825,0.9849191593100852,0.4271779098911045,0.005232674738366264,0.08356630000000001,0.057671000000000014,0.0987984,8,variable_conf,29,29,7,0.15,unmasked,k=29 conf=0.15
6,18950393,54382944,348845,66317825,0.9819244158759014,0.2584144370792781,0.005232674738366264,0.12374136363636362,0.109331,0.145727,11,variable_conf,29,29,7,0.15,unmasked,k=29 conf=0.15
7,4612868,35387134,348845,66317825,0.9296926283321908,0.11532169423391528,0.005232674738366264,0.17552316666666667,0.156619,0.197292,6,variable_conf,29,29,7,0.15,unmasked,k=29 conf=0.15
8,3353700,69979637,348845,66317825,0.9057823740157108,0.0457322704406592,0.005232674738366264,0.22937800000000003,0.210897,0.243761,11,variable_conf,29,29,7,0.15,unmasked,k=29 conf=0.15
9,1934391,138065616,348845,66317825,0.8472146549896725,0.013817077880574678,0.005232674738366264,0.7286633333333332,0.263022,1.0,21,variable_conf,29,29,7,0.15,unmasked,k=29 conf=0.15
0,66666364,306,53108,66613562,0.9992040104873732,0.9999954100002296,0.000796619960169002,0.0,0.0,0.0,10,variable_conf,32,32,7,0.15,unmasked,k=32 conf=0.15
1,103872418,9460921,53108,66613562,0.9994889802145432,0.9165212894680532,0.000796619960169002,0.0035288890588235297,0.00014350299999999998,0.00916565,17,variable_conf,32,32,7,0.15,unmasked,k=32 conf=0.15
2,60535955,6130715,53108,66613562,0.999123472168566,0.908039279598036,0.000796619960169002,0.01330993,0.0101878,0.0177122,10,variable_conf,32,32,7,0.15,unmasked,k=32 conf=0.15
3,44405446,8927890,53108,66613562,0.9988054492280608,0.8326020708698965,0.000796619960169002,0.02454185,0.0200167,0.029517900000000007,8,variable_conf,32,32,7,0.15,unmasked,k=32 conf=0.15
4,42727531,10605805,53108,66613562,0.9987585973178194,0.8011411661929417,0.000796619960169002,0.037567175,0.030677,0.0494626,8,variable_conf,32,32,7,0.15,unmasked,k=32 conf=0.15
5,20647276,32686060,53108,66613562,0.9974344437281936,0.3871364056431797,0.000796619960169002,0.08356630000000001,0.057671000000000014,0.0987984,8,variable_conf,32,32,7,0.15,unmasked,k=32 conf=0.15
6,15976135,57357202,53108,66613562,0.9966868054842016,0.2178563754708176,0.000796619960169002,0.12374136363636362,0.109331,0.145727,11,variable_conf,32,32,7,0.15,unmasked,k=32 conf=0.15
7,3821517,36178485,53108,66613562,0.9862933832306352,0.095537920223104,0.000796619960169002,0.17552316666666667,0.156619,0.197292,6,variable_conf,32,32,7,0.15,unmasked,k=32 conf=0.15
8,2806454,70526883,53108,66613562,0.9814279249759228,0.038269825359236,0.000796619960169002,0.22937800000000003,0.210897,0.243761,11,variable_conf,32,32,7,0.15,unmasked,k=32 conf=0.15
9,1508488,138491519,53108,66613562,0.9659912038709116,0.0107749137469686,0.000796619960169002,0.7286633333333332,0.263022,1.0,21,variable_conf,32,32,7,0.15,unmasked,k=32 conf=0.15
0,66666276,394,61026,66605644,0.9990854418181032,0.9999940900002956,0.0009153899542305023,0.0,0.0,0.0,10,variable_conf,35,31,7,0.15,unmasked,k=35 conf=0.15
1,104537915,8795424,61026,66605644,0.9994165715310636,0.9223933215273928,0.0009153899542305023,0.0035288890588235297,0.00014350299999999998,0.00916565,17,variable_conf,35,31,7,0.15,unmasked,k=35 conf=0.15
2,61151468,5515202,61026,66605644,0.999003046665604,0.9172719741364012,0.0009153899542305023,0.01330993,0.0101878,0.0177122,10,variable_conf,35,31,7,0.15,unmasked,k=35 conf=0.15
3,44328085,9005251,61026,66605644,0.9986252033747646,0.8311515521924224,0.0009153899542305023,0.02454185,0.0200167,0.029517900000000007,8,variable_conf,35,31,7,0.15,unmasked,k=35 conf=0.15
4,42331261,11002075,61026,66605644,0.9985604456772996,0.7937111040644448,0.0009153899542305023,0.037567175,0.030677,0.0494626,8,variable_conf,35,31,7,0.15,unmasked,k=35 conf=0.15
5,20214710,33118626,61026,66605644,0.9969901955716922,0.3790257935487103,0.0009153899542305023,0.08356630000000001,0.057671000000000014,0.0987984,8,variable_conf,35,31,7,0.15,unmasked,k=35 conf=0.15
6,15646105,57687232,61026,66605644,0.9961147583221912,0.21335596660492892,0.0009153899542305023,0.12374136363636362,0.109331,0.145727,11,variable_conf,35,31,7,0.15,unmasked,k=35 conf=0.15
7,3837675,36162327,61026,66605644,0.9843470940705636,0.0959418702029065,0.0009153899542305023,0.17552316666666667,0.156619,0.197292,6,variable_conf,35,31,7,0.15,unmasked,k=35 conf=0.15
8,2813804,70519533,61026,66605644,0.9787723100148532,0.038370052626951916,0.0009153899542305023,0.22937800000000003,0.210897,0.243761,11,variable_conf,35,31,7,0.15,unmasked,k=35 conf=0.15
9,1502985,138497022,61026,66605644,0.960981092843976,0.010735606606076812,0.0009153899542305023,0.7286633333333332,0.263022,1.0,21,variable_conf,35,31,7,0.15,unmasked,k=35 conf=0.15
0,66570005,96665,66599357,67313,0.4998897944708934,0.9985500250724988,0.9989903050504848,0.0,0.0,0.0,10,variable_conf,20,20,5,0.0,unmasked,k=20 conf=0.0
1,34256850,79076489,66599357,67313,0.33966030469498026,0.3022663084160964,0.9989903050504848,0.0035288890588235297,0.00014350299999999998,0.00916565,17,variable_conf,20,20,5,0.0,unmasked,k=20 conf=0.0
2,29280474,37386196,66599357,67313,0.3053872091201329,0.4392070880396456,0.9989903050504848,0.01330993,0.0101878,0.0177122,10,variable_conf,20,20,5,0.0,unmasked,k=20 conf=0.0
3,33917259,19416077,66599357,67313,0.33742937585562965,0.6359485744525712,0.9989903050504848,0.02454185,0.0200167,0.029517900000000007,8,variable_conf,20,20,5,0.0,unmasked,k=20 conf=0.0
4,46175540,7157796,66599357,67313,0.4094487446084744,0.8657913317104334,0.9989903050504848,0.037567175,0.030677,0.0494626,8,variable_conf,20,20,5,0.0,unmasked,k=20 conf=0.0
5,52082461,1250875,66599357,67313,0.43884111212384697,0.9765460949226952,0.9989903050504848,0.08356630000000001,0.057671000000000014,0.0987984,8,variable_conf,20,20,5,0.0,unmasked,k=20 conf=0.0
6,72753018,580319,66599357,67313,0.5220794981068676,0.9920865594865812,0.9989903050504848,0.12374136363636362,0.109331,0.145727,11,variable_conf,20,20,5,0.0,unmasked,k=20 conf=0.0
7,39690361,309641,66599357,67313,0.3734167494921757,0.9922589753870512,0.9989903050504848,0.17552316666666667,0.156619,0.197292,6,variable_conf,20,20,5,0.0,unmasked,k=20 conf=0.0
8,73148539,184798,66599357,67313,0.5234321309567337,0.997480027398726,0.9989903050504848,0.22937800000000003,0.210897,0.243761,11,variable_conf,20,20,5,0.0,unmasked,k=20 conf=0.0
9,139856528,143479,66599357,67313,0.6774160397510587,0.9989751500512424,0.9989903050504848,0.7286633333333332,0.263022,1.0,21,variable_conf,20,20,5,0.0,unmasked,k=20 conf=0.0
0,66666373,297,66659305,7365,0.500026506521872,0.9999955450002228,0.9998895250055236,0.0,0.0,0.0,10,variable_conf,23,23,5,0.0,unmasked,k=23 conf=0.0
1,113277977,55362,66659305,7365,0.6295414476695275,0.9995115117891304,0.9998895250055236,0.0035288890588235297,0.00014350299999999998,0.00916565,17,variable_conf,23,23,5,0.0,unmasked,k=23 conf=0.0
2,66393966,272704,66659305,7365,0.4990028843409645,0.995909440204528,0.9998895250055236,0.01330993,0.0101878,0.0177122,10,variable_conf,23,23,5,0.0,unmasked,k=23 conf=0.0
3,53188646,144690,66659305,7365,0.4438010458768711,0.9972870626356468,0.9998895250055236,0.02454185,0.0200167,0.029517900000000007,8,variable_conf,23,23,5,0.0,unmasked,k=23 conf=0.0
4,52480342,852994,66659305,7365,0.4404943553341232,0.9840063632996818,0.9998895250055236,0.037567175,0.030677,0.0494626,8,variable_conf,23,23,5,0.0,unmasked,k=23 conf=0.0
5,52723864,609472,66659305,7365,0.4416356546876386,0.98857240057138,0.9998895250055236,0.08356630000000001,0.057671000000000014,0.0987984,8,variable_conf,23,23,5,0.0,unmasked,k=23 conf=0.0
6,72543499,789838,66659305,7365,0.5211353285670883,0.9892294823567076,0.9998895250055236,0.12374136363636362,0.109331,0.145727,11,variable_conf,23,23,5,0.0,unmasked,k=23 conf=0.0
7,39851927,148075,66659305,7365,0.3741570372596949,0.9962981251850938,0.9998895250055236,0.17552316666666667,0.156619,0.197292,6,variable_conf,23,23,5,0.0,unmasked,k=23 conf=0.0
8,73141513,191824,66659305,7365,0.5231837270079492,0.9973842183126072,0.9998895250055236,0.22937800000000003,0.210897,0.243761,11,variable_conf,23,23,5,0.0,unmasked,k=23 conf=0.0
9,139903197,96810,66659305,7365,0.6772923238507248,0.999308500034575,0.9998895250055236,0.7286633333333332,0.263022,1.0,21,variable_conf,23,23,5,0.0,unmasked,k=23 conf=0.0
0,66666363,307,60671493,5995177,0.5235392293710364,0.9999953950002304,0.9100723494963824,0.0,0.0,0.0,10,variable_conf,26,26,6,0.0,unmasked,k=26 conf=0.0
1,97072216,16261123,60671493,5995177,0.6153793175992838,0.8565195101152009,0.9100723494963824,0.0035288890588235297,0.00014350299999999998,0.00916565,17,variable_conf,26,26,6,0.0,unmasked,k=26 conf=0.0
2,60475577,6191093,60671493,5995177,0.4991914125533535,0.9071336096433196,0.9100723494963824,0.01330993,0.0101878,0.0177122,10,variable_conf,26,26,6,0.0,unmasked,k=26 conf=0.0
3,52382232,951104,60671493,5995177,0.4633392840439358,0.98216680089166,0.9100723494963824,0.02454185,0.0200167,0.029517900000000007,8,variable_conf,26,26,6,0.0,unmasked,k=26 conf=0.0
4,51893057,1440279,60671493,5995177,0.461007102147168,0.9729947701002616,0.9100723494963824,0.037567175,0.030677,0.0494626,8,variable_conf,26,26,6,0.0,unmasked,k=26 conf=0.0
5,50399789,2933547,60671493,5995177,0.4537607569884716,0.9449959965002002,0.9100723494963824,0.08356630000000001,0.057671000000000014,0.0987984,8,variable_conf,26,26,6,0.0,unmasked,k=26 conf=0.0
6,68042563,5290774,60671493,5995177,0.5286335083714555,0.9278530854255276,0.9100723494963824,0.12374136363636362,0.109331,0.145727,11,variable_conf,26,26,6,0.0,unmasked,k=26 conf=0.0
7,35984676,4015326,60671493,5995177,0.3722956989946498,0.8996168550191572,0.9100723494963824,0.17552316666666667,0.156619,0.197292,6,variable_conf,26,26,6,0.0,unmasked,k=26 conf=0.0
8,63886066,9447271,60671493,5995177,0.5129039659487867,0.8711735837140481,0.9100723494963824,0.22937800000000003,0.210897,0.243761,11,variable_conf,26,26,6,0.0,unmasked,k=26 conf=0.0
9,125588746,14411261,60671493,5995177,0.6742649245714755,0.8970624265754501,0.9100723494963824,0.7286633333333332,0.263022,1.0,21,variable_conf,26,26,6,0.0,unmasked,k=26 conf=0.0
0,66666535,135,35532091,31134579,0.6523232024665381,0.9999979750001012,0.5329813383509331,0.0,0.0,0.0,10,variable_conf,29,29,6,0.0,unmasked,k=29 conf=0.0
1,106102227,7231112,35532091,31134579,0.7491279549918121,0.9361960737784316,0.5329813383509331,0.0035288890588235297,0.00014350299999999998,0.00916565,17,variable_conf,29,29,6,0.0,unmasked,k=29 conf=0.0
2,64398493,2268177,35532091,31134579,0.6444322691039212,0.9659773467011328,0.5329813383509331,0.01330993,0.0101878,0.0177122,10,variable_conf,29,29,6,0.0,unmasked,k=29 conf=0.0
3,50259020,3074316,35532091,31134579,0.5858301566930402,0.9423565778821712,0.5329813383509331,0.02454185,0.0200167,0.029517900000000007,8,variable_conf,29,29,6,0.0,unmasked,k=29 conf=0.0
4,49926506,3406830,35532091,31134579,0.5842186480079938,0.936121940693903,0.5329813383509331,0.037567175,0.030677,0.0494626,8,variable_conf,29,29,6,0.0,unmasked,k=29 conf=0.0
5,46406940,6926396,35532091,31134579,0.5663593947065351,0.8701300814934959,0.5329813383509331,0.08356630000000001,0.057671000000000014,0.0987984,8,variable_conf,29,29,6,0.0,unmasked,k=29 conf=0.0
6,60198991,13134346,35532091,31134579,0.628834331988434,0.8208952907734173,0.5329813383509331,0.12374136363636362,0.109331,0.145727,11,variable_conf,29,29,6,0.0,unmasked,k=29 conf=0.0
7,28566065,11433937,35532091,31134579,0.4456612605205055,0.7141515892924205,0.5329813383509331,0.17552316666666667,0.156619,0.197292,6,variable_conf,29,29,6,0.0,unmasked,k=29 conf=0.0
8,43020203,30313134,35532091,31134579,0.5476632292877405,0.5866391024862267,0.5329813383509331,0.22937800000000003,0.210897,0.243761,11,variable_conf,29,29,6,0.0,unmasked,k=29 conf=0.0
9,81683249,58316758,35532091,31134579,0.6968648386806711,0.5834517493988411,0.5329813383509331,0.7286633333333332,0.263022,1.0,21,variable_conf,29,29,6,0.0,unmasked,k=29 conf=0.0
0,66666543,127,5720102,60946568,0.920978489885807,0.9999980950000952,0.08580152570992372,0.0,0.0,0.0,10,variable_conf,32,32,6,0.0,unmasked,k=32 conf=0.0
1,104518339,8815000,5720102,60946568,0.9481115484933246,0.9222205921242644,0.08580152570992372,0.0035288890588235297,0.00014350299999999998,0.00916565,17,variable_conf,32,32,6,0.0,unmasked,k=32 conf=0.0
2,61880989,4785681,5720102,60946568,0.9153844721233864,0.9282147885892604,0.08580152570992372,0.01330993,0.0101878,0.0177122,10,variable_conf,32,32,6,0.0,unmasked,k=32 conf=0.0
3,47186945,6146391,5720102,60946568,0.8918839299422627,0.8847551745122413,0.08580152570992372,0.02454185,0.0200167,0.029517900000000007,8,variable_conf,32,32,6,0.0,unmasked,k=32 conf=0.0
4,47334641,5998695,5720102,60946568,0.8921849079544123,0.8875244743737762,0.08580152570992372,0.037567175,0.030677,0.0494626,8,variable_conf,32,32,6,0.0,unmasked,k=32 conf=0.0
5,39229407,14103929,5720102,60946568,0.8727438379805217,0.7355513444724328,0.08580152570992372,0.08356630000000001,0.057671000000000014,0.0987984,8,variable_conf,32,32,6,0.0,unmasked,k=32 conf=0.0
6,46796927,26536410,5720102,60946568,0.8910810053630414,0.6381398817293695,0.08580152570992372,0.12374136363636362,0.109331,0.145727,11,variable_conf,32,32,6,0.0,unmasked,k=32 conf=0.0
7,16606774,23393228,5720102,60946568,0.7438019542008475,0.4151693292415336,0.08580152570992372,0.17552316666666667,0.156619,0.197292,6,variable_conf,32,32,6,0.0,unmasked,k=32 conf=0.0
8,17503621,55829716,5720102,60946568,0.7536957360368103,0.2386857289748045,0.08580152570992372,0.22937800000000003,0.210897,0.243761,11,variable_conf,32,32,6,0.0,unmasked,k=32 conf=0.0
9,21097177,118902830,5720102,60946568,0.7867008804286222,0.15069411389386572,0.08580152570992372,0.7286633333333332,0.263022,1.0,21,variable_conf,32,32,6,0.0,unmasked,k=32 conf=0.0
0,66666483,187,3004536,63662134,0.9568753831489102,0.9999971950001404,0.04506803774659812,0.0,0.0,0.0,10,variable_conf,35,31,7,0.0,unmasked,k=35 conf=0.0
1,105064697,8268642,3004536,63662134,0.972198044562785,0.9270413977655771,0.04506803774659812,0.0035288890588235297,0.00014350299999999998,0.00916565,17,variable_conf,35,31,7,0.0,unmasked,k=35 conf=0.0
2,62253683,4412987,3004536,63662134,0.9539592706322556,0.93380519830974,0.04506803774659812,0.01330993,0.0101878,0.0177122,10,variable_conf,35,31,7,0.0,unmasked,k=35 conf=0.0
3,46502569,6830767,3004536,63662134,0.9393110140453578,0.8719231251538437,0.04506803774659812,0.02454185,0.0200167,0.029517900000000007,8,variable_conf,35,31,7,0.0,unmasked,k=35 conf=0.0
4,46600116,6733220,3004536,63662134,0.9394303582655916,0.8737521313123935,0.04506803774659812,0.037567175,0.030677,0.0494626,8,variable_conf,35,31,7,0.0,unmasked,k=35 conf=0.0
5,36122709,17210627,3004536,63662134,0.9232111537625508,0.677300759884962,0.04506803774659812,0.08356630000000001,0.057671000000000014,0.0987984,8,variable_conf,35,31,7,0.0,unmasked,k=35 conf=0.0
6,41024452,32308885,3004536,63662134,0.93176004862978,0.5594243174833295,0.04506803774659812,0.12374136363636362,0.109331,0.145727,11,variable_conf,35,31,7,0.0,unmasked,k=35 conf=0.0
7,13455172,26544830,3004536,63662134,0.8174611603073396,0.3363792831810358,0.04506803774659812,0.17552316666666667,0.156619,0.197292,6,variable_conf,35,31,7,0.0,unmasked,k=35 conf=0.0
8,12868221,60465116,3004536,63662134,0.8107111448880621,0.1754757321353043,0.04506803774659812,0.22937800000000003,0.210897,0.243761,11,variable_conf,35,31,7,0.0,unmasked,k=35 conf=0.0
9,13229926,126770081,3004536,63662134,0.8149285144158149,0.09449946670359807,0.04506803774659812,0.7286633333333332,0.263022,1.0,21,variable_conf,35,31,7,0.0,unmasked,k=35 conf=0.0
0,55319642,11347028,57703546,8963124,0.4894539163060946,0.8297945885102705,0.8655531467223426,0.0,0.0,0.0,10,variable_conf,20,20,5,0.1,unmasked,k=20 conf=0.1
