Pair,bin,cl,variable,est,Kraken,k,D,error,alpha
Small,05-15,25,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.003664716,TRUE,29,0.001933919,0.894968714,0
Small,05-15,20,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.00314975,TRUE,29,0.001933919,0.628687654,0
Small,05-15,15,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002799712,TRUE,29,0.001933919,0.447688347,0
Small,05-15,10,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002510715,TRUE,29,0.001933919,0.298252409,0
Small,05-15,5,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002346686,TRUE,29,0.001933919,0.213435516,0
Small,05-15,2,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002296377,TRUE,29,0.001933919,0.1874215,0
Small,05-15,1,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002303031,TRUE,29,0.001933919,0.190862182,0
Small,05-15,0,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002286099,TRUE,29,0.001933919,0.182106903,0
Small,15-25,25,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.006207252,TRUE,29,0.001933919,2.209675276,0
Small,15-25,20,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.004908755,TRUE,29,0.001933919,1.538242295,0
Small,15-25,15,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.003880606,TRUE,29,0.001933919,1.006602138,0
Small,15-25,10,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.003014294,TRUE,29,0.001933919,0.558645424,0
Small,15-25,5,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002491685,TRUE,29,0.001933919,0.288412286,0
Small,15-25,2,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002331627,TRUE,29,0.001933919,0.205648737,0
Small,15-25,1,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002315076,TRUE,29,0.001933919,0.197090468,0
Small,15-25,0,ucseq_Drosophila_sim_WXD1_downSmpld.2,0.002286099,TRUE,29,0.001933919,0.182106903,0
Small,00-05,60,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.00423228,TRUE,28,0.001933919,1.188447396,0
Small,00-05,50,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.00320668,TRUE,28,0.001933919,0.658125289,0
Small,00-05,40,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002623295,TRUE,28,0.001933919,0.356465809,0
Small,00-05,30,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002341642,TRUE,28,0.001933919,0.210827341,0
Small,00-05,25,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002343551,TRUE,28,0.001933919,0.211814456,0
Small,00-05,20,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002279551,TRUE,28,0.001933919,0.178721032,0
Small,00-05,15,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002184562,TRUE,28,0.001933919,0.12960367,0
Small,00-05,10,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002151777,TRUE,28,0.001933919,0.112651047,0
Small,00-05,5,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002149181,TRUE,28,0.001933919,0.111308695,0
Small,00-05,2,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002188771,TRUE,28,0.001933919,0.13178008,0
Small,00-05,1,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002192345,TRUE,28,0.001933919,0.133628141,0
Small,00-05,0,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002190159,TRUE,28,0.001933919,0.132497793,0
Small,00-00,25,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002141324,TRUE,28,0.001933919,0.10724596,0
Small,00-00,20,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002152577,TRUE,28,0.001933919,0.113064715,0
Small,00-00,15,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002116277,TRUE,28,0.001933919,0.094294539,0
Small,00-00,10,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002115757,TRUE,28,0.001933919,0.094025655,0
Small,00-00,5,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002138922,TRUE,28,0.001933919,0.106003923,0
Small,00-00,2,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002185518,TRUE,28,0.001933919,0.130098003,0
Small,00-00,1,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002189976,TRUE,28,0.001933919,0.132403167,0
Small,00-00,0,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002190159,TRUE,28,0.001933919,0.132497793,0
Small,05-15,25,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.003558243,TRUE,28,0.001933919,0.83991315,0
Small,05-15,20,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.003088734,TRUE,28,0.001933919,0.597137212,0
Small,05-15,15,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002675142,TRUE,28,0.001933919,0.383275101,0
Small,05-15,10,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002370233,TRUE,28,0.001933919,0.225611311,0
Small,05-15,5,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002210364,TRUE,28,0.001933919,0.14294549,0
Small,05-15,2,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002201346,TRUE,28,0.001933919,0.13828242,0
Small,05-15,1,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002197231,TRUE,28,0.001933919,0.136154617,0
Small,05-15,0,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002190159,TRUE,28,0.001933919,0.132497793,0
Small,15-25,25,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.006138258,TRUE,28,0.001933919,2.173999532,0
Small,15-25,20,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.00485824,TRUE,28,0.001933919,1.512121759,0
Small,15-25,15,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.003759029,TRUE,28,0.001933919,0.943736527,0
Small,15-25,10,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002898771,TRUE,28,0.001933919,0.498910244,0
Small,15-25,5,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002361583,TRUE,28,0.001933919,0.221138528,0
Small,15-25,2,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002236787,TRUE,28,0.001933919,0.156608421,0
Small,15-25,1,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002210721,TRUE,28,0.001933919,0.14313009,0
Small,15-25,0,ucseq_Drosophila_sim_WXD1_downSmpld.3,0.002190159,TRUE,28,0.001933919,0.132497793,0
