Drosophila_ananassae	12.18
Drosophila_biarmipes	5.74
Drosophila_bipectinata	10.4
Drosophila_erecta	6.03
Drosophila_eugracilis	9.07
Drosophila_mauritiana	6.61
Drosophila_mojavensis	14.44
Drosophila_persimilis	9.04
Drosophila_pseudoobscura	8.14
Drosophila_sechellia	6.95
Drosophila_simulans	5.48
Drosophila_virilis	15.04
Drosophila_willistoni	11
Drosophila_yakuba	5.91

